language,length,count_words,average_word_length,count_ones,count_zeros,ratio_ones,ratio_zeros,frequency_11,frequency_00,entropy,valeur
"['000', '111100', '1010', '00', '1011', '00110', '000', '100']",30,8,3.75,12,18,0.4,0.6,4,7,0.9709505944546686,0
"['0', '1', '10000', '0010', '1010100', '1111', '1', '0', '111']",27,9,3.0,14,13,0.5185185185185185,0.4814814814814814,4,4,0.9990102708804812,0
['110111'],6,1,6.0,5,1,0.8333333333333334,0.1666666666666666,2,0,0.6500224216483541,1
"['010001', '001100', '1111000']",19,3,6.333333333333333,8,11,0.4210526315789473,0.5789473684210527,3,4,0.9819407868640976,1
"['1000010', '011110', '1011', '0', '0010110', '1001', '111001', '1100000', '10', '0011']",48,10,4.8,23,25,0.4791666666666667,0.5208333333333334,8,9,0.9987472979361685,0
"['01', '00001', '0111000', '11001', '10010', '110', '1101110', '0000', '10111', '0']",44,10,4.4,21,23,0.4772727272727273,0.5227272727272727,7,7,0.9985090989176322,0
"['001', '1000111', '0000', '0011111', '01', '0000', '1']",28,7,4.0,12,16,0.4285714285714285,0.5714285714285714,4,7,0.9852281360342516,0
"['100', '11011', '0010000', '1', '00010', '0011', '1011001', '0100000']",39,8,4.875,15,24,0.3846153846153846,0.6153846153846154,4,9,0.961236604722876,0
"['11110', '10', '1', '010', '0', '01']",14,6,2.3333333333333335,8,6,0.5714285714285714,0.4285714285714285,2,1,0.9852281360342516,0
"['0010000', '1', '011101', '00', '00000', '01', '0010001', '111000', '001']",39,9,4.333333333333333,13,26,0.3333333333333333,0.6666666666666666,3,11,0.9182958340544896,0
"['11', '01', '001', '0001110', '00']",16,5,3.2,7,9,0.4375,0.5625,2,3,0.9886994082884974,0
"['1011010', '01', '111', '1', '1', '0', '110', '0011111']",25,8,3.125,17,8,0.68,0.32,7,2,0.9043814577244936,0
"['0010', '1000010', '0', '0100110', '0', '11110']",25,6,4.166666666666667,10,15,0.4,0.6,3,6,0.9709505944546686,0
"['10110', '01001', '110001', '0101001', '1001', '000101', '001001', '0110001', '110011', '0']",53,10,5.3,24,29,0.4528301886792453,0.5471698113207547,6,10,0.993570475770608,0
"['00', '1011', '110', '1', '011', '011', '00', '01100', '1', '01110']",29,10,2.9,16,13,0.5517241379310345,0.4482758620689655,6,3,0.9922666387194964,0
"['01', '0111111', '110', '011011', '0', '1110101', '0']",27,7,3.857142857142857,18,9,0.6666666666666666,0.3333333333333333,7,1,0.9182958340544896,0
"['00', '0', '1111', '1', '0010', '11110', '01', '101', '0011110', '010']",32,10,3.2,18,14,0.5625,0.4375,7,5,0.9886994082884974,0
"['10111', '0', '011', '010111', '11010', '01000', '101', '0']",29,8,3.625,16,13,0.5517241379310345,0.4482758620689655,4,3,0.9922666387194964,0
"['0', '00010', '010', '11000', '0', '1000011']",22,6,3.6666666666666665,7,15,0.3181818181818182,0.6818181818181818,2,7,0.9023932827949788,0
"['1000', '1']",5,2,2.5,2,3,0.4,0.6,0,1,0.9709505944546686,1
"['011100', '0011111', '00']",15,3,5.0,8,7,0.5333333333333333,0.4666666666666667,3,3,0.9967916319816366,1
"['111100', '0010001', '010', '11001', '1100110', '0100101', '1010', '010101', '010101']",51,9,5.666666666666667,25,26,0.4901960784313725,0.5098039215686274,6,8,0.9997226475394072,0
"['00', '10000', '1111', '00', '11', '001110', '1001111', '1100', '101', '0101100']",42,10,4.2,22,20,0.5238095238095238,0.4761904761904761,8,8,0.998363672593813,0
"['1001', '10', '1100011', '011']",16,4,4.0,9,7,0.5625,0.4375,4,2,0.9886994082884974,1
"['00110', '10', '100', '0011010']",17,4,4.25,7,10,0.4117647058823529,0.5882352941176471,2,3,0.9774178175281716,0
"['101111', '010', '0000001']",16,3,5.333333333333333,7,9,0.4375,0.5625,2,3,0.9886994082884974,1
"['01', '100110', '10', '0101110', '1010', '0101110', '1110110', '101']",38,8,4.75,22,16,0.5789473684210527,0.4210526315789473,6,3,0.9819407868640976,0
"['01', '001', '110', '00001', '100', '00', '1011', '011', '11111', '00010']",35,10,3.5,17,18,0.4857142857142857,0.5142857142857142,6,6,0.9994110647387552,0
"['000', '10101', '1010101', '01011', '0000011', '10100', '1']",33,7,4.714285714285714,15,18,0.4545454545454545,0.5454545454545454,3,4,0.9940302114769564,0
"['00', '011000']",8,2,4.0,2,6,0.25,0.75,1,2,0.8112781244591328,1
"['110111', '1011010', '00', '100', '0111011', '01111']",30,6,5.0,19,11,0.6333333333333333,0.3666666666666666,8,2,0.9480782435939056,1
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['0101101', '1010', '0010111', '10111', '0100', '1']",28,6,4.666666666666667,16,12,0.5714285714285714,0.4285714285714285,5,2,0.9852281360342516,0
"['010111', '00100', '01']",13,3,4.333333333333333,6,7,0.4615384615384615,0.5384615384615384,1,2,0.9957274520849256,1
"['000', '0111000', '0010111', '010110', '101', '0011', '0']",31,7,4.428571428571429,14,17,0.4516129032258064,0.5483870967741935,4,5,0.9932338197397066,0
"['111010', '01']",8,2,4.0,5,3,0.625,0.375,1,1,0.954434002924965,1
"['0010011', '10']",9,2,4.5,4,5,0.4444444444444444,0.5555555555555556,1,2,0.9910760598382222,1
"['000', '01']",5,2,2.5,1,4,0.2,0.8,0,2,0.7219280948873623,1
"['1000101', '000', '10', '000', '1', '1010101', '1110000', '110001']",36,8,4.5,15,21,0.4166666666666667,0.5833333333333334,4,7,0.9798687566511528,0
"['1000', '111', '0']",8,3,2.6666666666666665,4,4,0.5,0.5,1,1,1.0,1
"['00110', '0011', '11']",11,3,3.6666666666666665,6,5,0.5454545454545454,0.4545454545454545,3,2,0.9940302114769564,1
"['001000', '10', '001010', '0001', '10111', '11100', '0110011', '111', '0', '0']",40,10,4.0,19,21,0.475,0.525,7,8,0.99819587904281,0
"['011010', '1011', '011100', '00', '010']",21,5,4.2,10,11,0.4761904761904761,0.5238095238095238,3,2,0.998363672593813,1
"['1011', '11', '0000111', '110', '0110110']",23,5,4.6,14,9,0.6086956521739131,0.391304347826087,6,3,0.9656361333706098,0
"['11', '001', '1000000', '01', '001110', '1', '11011']",26,7,3.7142857142857144,13,13,0.5,0.5,5,5,1.0,0
"['1', '111000', '1', '010110']",14,4,3.5,8,6,0.5714285714285714,0.4285714285714285,3,1,0.9852281360342516,1
"['0', '1', '01001', '010']",10,4,2.5,4,6,0.4,0.6,0,1,0.9709505944546686,0
"['010', '0', '1011011', '0101100', '010', '10']",23,6,3.8333333333333335,11,12,0.4782608695652174,0.5217391304347826,3,2,0.9986359641585718,0
"['11', '100101', '1010000', '000011', '001', '001010', '0001111', '0']",38,8,4.75,16,22,0.4210526315789473,0.5789473684210527,5,9,0.9819407868640976,0
"['0101', '001', '0011110']",14,3,4.666666666666667,7,7,0.5,0.5,2,2,1.0,1
['01'],2,1,2.0,1,1,0.5,0.5,0,0,1.0,1
"['0', '100110', '0100', '0100100', '101']",21,5,4.2,8,13,0.3809523809523809,0.6190476190476191,1,5,0.9587118829771318,1
"['1000011', '011011']",13,2,6.5,7,6,0.5384615384615384,0.4615384615384615,3,2,0.9957274520849256,1
"['01', '10000', '1000', '01', '1010', '010111', '001', '11110', '0001100']",38,9,4.222222222222222,17,21,0.4473684210526316,0.5526315789473685,6,9,0.9919924034538556,0
"['0110111', '1']",8,2,4.0,6,2,0.75,0.25,3,0,0.8112781244591328,1
"['000', '000000', '0100', '0110', '01', '001001', '0', '1011011', '11']",35,9,3.888888888888889,13,22,0.3714285714285714,0.6285714285714286,4,9,0.9517626756348312,0
"['0111', '1100100', '00', '1', '010', '101', '0001000', '010', '11']",32,9,3.5555555555555554,14,18,0.4375,0.5625,3,6,0.9886994082884974,0
"['0', '111', '0111', '100000', '0111011', '0010', '011', '0111']",32,8,4.0,18,14,0.5625,0.4375,7,5,0.9886994082884974,0
"['011100', '1000', '101', '111001', '111011', '100100', '1111100', '00', '10001', '00']",47,10,4.7,24,23,0.5106382978723404,0.4893617021276595,8,9,0.9996734260048916,1
"['00010', '111110', '01', '10', '010000', '0101', '101']",28,7,4.0,13,15,0.4642857142857143,0.5357142857142857,4,5,0.996316519558962,0
"['1101', '100', '1111111', '1', '0111', '0', '0011000']",27,7,3.857142857142857,17,10,0.6296296296296297,0.3703703703703703,8,3,0.9509560484549724,0
"['1110011', '010', '11001', '011', '1100100', '010', '001101', '110']",37,8,4.625,20,17,0.5405405405405406,0.4594594594594595,7,5,0.9952525494396792,0
"['0100', '100', '0000', '001110', '11', '00011', '1000100', '000']",34,8,4.25,11,23,0.3235294117647059,0.6764705882352942,3,9,0.9081783472997051,0
"['01111', '100111', '0100101', '11', '100111', '11000', '01']",33,7,4.714285714285714,20,13,0.6060606060606061,0.3939393939393939,7,5,0.9672947789468944,1
"['1000011', '00011', '110', '001', '00111', '011110', '1111', '1010101']",40,8,5.0,23,17,0.575,0.425,8,5,0.983708262623186,0
"['1', '111', '00110', '11001', '0111110', '0', '11']",24,7,3.4285714285714284,16,8,0.6666666666666666,0.3333333333333333,7,3,0.9182958340544896,0
"['01001', '00010', '1010', '110110', '00001']",25,5,5.0,10,15,0.4,0.6,2,4,0.9709505944546686,1
['11111'],5,1,5.0,5,0,1.0,0.0,2,0,-0.0,1
"['1101111', '01']",9,2,4.5,7,2,0.7777777777777778,0.2222222222222222,3,0,0.7642045065086203,1
"['1', '11', '0000', '00', '011101', '01110', '1010', '1000']",28,8,3.5,13,15,0.4642857142857143,0.5357142857142857,3,4,0.996316519558962,0
"['10', '00100', '01100', '1011110', '0', '00', '10']",24,7,3.4285714285714284,10,14,0.4166666666666667,0.5833333333333334,3,5,0.9798687566511528,0
"['10100', '1', '0010']",10,3,3.3333333333333335,4,6,0.4,0.6,0,2,0.9709505944546686,1
['0011010'],7,1,7.0,3,4,0.4285714285714285,0.5714285714285714,1,1,0.9852281360342516,1
"['0101', '100111', '00100', '0', '1100', '1010', '00101', '11', '1101000', '0']",39,10,3.9,18,21,0.4615384615384615,0.5384615384615384,5,7,0.9957274520849256,0
"['01', '000010']",8,2,4.0,2,6,0.25,0.75,0,2,0.8112781244591328,1
"['0', '1', '101110', '1111', '1']",13,5,2.6,10,3,0.7692307692307693,0.2307692307692307,4,0,0.7793498372920851,0
"['001000', '11110', '0111000', '0', '1', '00110', '001', '10']",30,8,3.75,13,17,0.4333333333333333,0.5666666666666667,5,7,0.9871377743721864,0
"['1', '010', '100', '10', '11', '101', '1', '1100010']",22,8,2.75,12,10,0.5454545454545454,0.4545454545454545,3,2,0.9940302114769564,0
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['001111', '110', '1011', '11111', '0', '100', '1101100', '111', '1']",33,9,3.6666666666666665,23,10,0.696969696969697,0.303030303030303,10,3,0.8849636363831528,0
"['01011', '010011', '100001', '1', '1', '00']",21,6,3.5,10,11,0.4761904761904761,0.5238095238095238,3,4,0.998363672593813,0
"['0001000', '00010']",12,2,6.0,2,10,0.1666666666666666,0.8333333333333334,0,4,0.6500224216483541,1
"['011', '10100', '1111010', '101', '00110', '11']",25,6,4.166666666666667,15,10,0.6,0.4,5,2,0.9709505944546686,0
['011'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['11', '0011101', '10', '011111', '110', '1110010', '110110', '1001', '011100', '1']",44,10,4.4,28,16,0.6363636363636364,0.3636363636363636,10,5,0.94566030460064,0
"['011100', '1', '00', '11', '0', '11101']",17,6,2.8333333333333335,10,7,0.5882352941176471,0.4117647058823529,3,2,0.9774178175281716,0
['011'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['100001', '0001000', '111']",16,3,5.333333333333333,6,10,0.375,0.625,1,4,0.954434002924965,1
"['1101', '100', '010001', '011']",16,4,4.0,8,8,0.5,0.5,3,2,1.0,1
"['11101', '01']",7,2,3.5,5,2,0.7142857142857143,0.2857142857142857,1,0,0.863120568566631,1
"['00', '10000', '100', '01011', '01000', '0', '101110', '0011', '101']",34,9,3.7777777777777777,14,20,0.4117647058823529,0.5882352941176471,3,7,0.9774178175281716,0
"['01110', '000111', '0010', '000001']",21,4,5.25,8,13,0.3809523809523809,0.6190476190476191,2,6,0.9587118829771318,1
['00'],2,1,2.0,0,2,0.0,1.0,0,1,-0.0,1
"['111010', '00', '11110', '000111', '000', '1', '00101', '1', '0110']",33,9,3.6666666666666665,17,16,0.5151515151515151,0.4848484848484848,6,5,0.9993375041688848,0
"['0110', '0', '0011110']",12,3,4.0,6,6,0.5,0.5,3,2,1.0,1
['010011'],6,1,6.0,3,3,0.5,0.5,1,1,1.0,1
"['110111', '11111', '010', '11011']",19,4,4.75,15,4,0.7894736842105263,0.2105263157894736,7,0,0.7424875695421236,1
['000110'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,1,1,0.9182958340544896,1
"['0', '0011']",5,2,2.5,2,3,0.4,0.6,1,1,0.9709505944546686,1
"['00101', '0', '0', '0001010', '1', '10110', '10', '011', '0011011']",32,9,3.5555555555555554,15,17,0.46875,0.53125,5,5,0.9971803988942642,0
"['110', '10111', '11110', '010', '010000', '000101', '11', '0']",31,8,3.875,16,15,0.5161290322580645,0.4838709677419355,5,5,0.9992492479956564,0
"['1001', '0101', '00']",10,3,3.3333333333333335,4,6,0.4,0.6,0,2,0.9709505944546686,1
['1'],1,1,1.0,1,0,1.0,0.0,0,0,-0.0,1
"['1110', '00101', '0111110', '1011']",20,4,5.0,13,7,0.65,0.35,4,1,0.934068055375491,1
"['01', '0000', '0', '1', '11001', '0']",14,6,2.3333333333333335,5,9,0.3571428571428571,0.6428571428571429,1,3,0.9402859586706313,0
"['1100', '000011']",10,2,5.0,4,6,0.4,0.6,2,3,0.9709505944546686,1
"['000101', '1', '011011', '0', '1']",15,5,3.0,8,7,0.5333333333333333,0.4666666666666667,3,1,0.9967916319816366,0
"['1011101', '01100', '1111100', '0111', '0100']",27,5,5.4,16,11,0.5925925925925926,0.4074074074074074,5,3,0.975119064940866,1
"['101011', '110011']",12,2,6.0,8,4,0.6666666666666666,0.3333333333333333,3,1,0.9182958340544896,1
"['00000', '00', '0011', '01', '11', '000', '110101', '10010', '1', '01000']",35,10,3.5,13,22,0.3714285714285714,0.6285714285714286,4,7,0.9517626756348312,0
"['00', '0101001', '101111', '0', '1001011']",23,5,4.6,12,11,0.5217391304347826,0.4782608695652174,4,3,0.9986359641585718,0
"['1110010', '00101', '1000100', '11', '001', '1', '11100']",30,7,4.285714285714286,15,15,0.5,0.5,5,6,1.0,0
"['1101011', '001011']",13,2,6.5,8,5,0.6153846153846154,0.3846153846153846,3,1,0.961236604722876,1
"['01', '111']",5,2,2.5,4,1,0.8,0.2,2,0,0.7219280948873623,1
"['00110', '011110']",11,2,5.5,6,5,0.5454545454545454,0.4545454545454545,3,2,0.9940302114769564,1
"['1010000', '0', '010101', '011000', '11111', '100', '1011']",32,7,4.571428571428571,16,16,0.5,0.5,5,5,1.0,1
"['10', '001', '00100', '0110']",14,4,3.5,5,9,0.3571428571428571,0.6428571428571429,1,3,0.9402859586706313,0
"['01011', '0011', '10001', '000000', '0']",21,5,4.2,7,14,0.3333333333333333,0.6666666666666666,2,5,0.9182958340544896,0
"['1', '00100', '10']",8,3,2.6666666666666665,3,5,0.375,0.625,0,2,0.954434002924965,1
"['010001', '1110', '11011', '10011', '0001100', '11']",29,6,4.833333333333333,16,13,0.5517241379310345,0.4482758620689655,7,4,0.9922666387194964,1
"['01000', '10101', '0001']",14,3,4.666666666666667,5,9,0.3571428571428571,0.6428571428571429,0,2,0.9402859586706313,1
['0'],1,1,1.0,0,1,0.0,1.0,0,0,-0.0,1
"['0100', '110110', '110001', '10010']",21,4,5.25,10,11,0.4761904761904761,0.5238095238095238,4,3,0.998363672593813,1
"['1', '100000', '1', '00011', '100']",16,5,3.2,6,10,0.375,0.625,2,4,0.954434002924965,0
"['0', '111', '110', '100', '110000', '01001', '101', '1']",25,8,3.125,13,12,0.52,0.48,5,4,0.9988455359952018,0
"['1', '100110', '0101', '1011001', '000101']",24,5,4.8,12,12,0.5,0.5,4,4,1.0,1
"['0110', '11', '00', '11111', '0000011', '1111', '010']",27,7,3.857142857142857,16,11,0.5925925925925926,0.4074074074074074,7,3,0.975119064940866,0
"['01100', '011', '1', '011011', '000110', '1']",22,6,3.6666666666666665,12,10,0.5454545454545454,0.4545454545454545,5,2,0.9940302114769564,0
"['111', '000', '01', '000', '110110', '001', '110110']",26,7,3.7142857142857144,13,13,0.5,0.5,5,4,1.0,1
"['011', '0000', '0010110', '100', '10']",19,5,3.8,7,12,0.3684210526315789,0.631578947368421,2,4,0.9494520153879484,1
"['1111', '001', '0', '0', '100101', '01110']",20,6,3.3333333333333335,11,9,0.55,0.45,3,3,0.9927744539878084,1
"['10101', '1001', '01', '1', '0100', '0111101', '11', '10', '1001', '10']",33,10,3.3,19,14,0.5757575757575758,0.4242424242424242,7,3,0.9833761901392236,0
"['0100', '0', '0', '1', '001000', '10']",15,6,2.5,4,11,0.2666666666666666,0.7333333333333333,0,4,0.8366407419411672,0
"['0', '0', '11000']",7,3,2.3333333333333335,2,5,0.2857142857142857,0.7142857142857143,1,2,0.863120568566631,1
"['0', '0', '10', '0', '0101000', '1000011', '0001010']",26,7,3.7142857142857144,8,18,0.3076923076923077,0.6923076923076923,1,6,0.8904916402194913,0
"['0100', '1']",5,2,2.5,2,3,0.4,0.6,0,1,0.9709505944546686,1
"['0', '10', '11010', '10', '000010', '0010', '0100']",24,7,3.4285714285714284,8,16,0.3333333333333333,0.6666666666666666,1,5,0.9182958340544896,0
['110'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['011001', '11011']",11,2,5.5,7,4,0.6363636363636364,0.3636363636363636,3,1,0.94566030460064,1
"['00', '000', '0110', '01001', '10']",16,5,3.2,5,11,0.3125,0.6875,2,5,0.8960382325345574,0
"['1001100', '100', '00000', '0001101', '011111', '11', '0011', '1', '0101001', '011110']",48,10,4.8,24,24,0.5,0.5,8,9,1.0,0
"['011', '1001011', '0110001', '101', '0111101', '0', '001', '0000', '00']",37,9,4.111111111111111,17,20,0.4594594594594595,0.5405405405405406,6,6,0.9952525494396792,0
"['00', '100', '10000', '11', '1101101']",19,5,3.8,9,10,0.4736842105263157,0.5263157894736842,3,4,0.9980008838722996,0
"['1001111', '1011', '000011', '01010', '0', '1010011', '11', '0010']",36,8,4.5,19,17,0.5277777777777778,0.4722222222222222,6,6,0.997772472089982,0
"['10000', '00', '1', '0001001', '011000', '1000', '100', '1000100', '10', '011']",40,10,4.0,13,27,0.325,0.675,2,11,0.9097361225311662,0
"['010', '1', '1', '1001', '000', '101000']",18,6,3.0,7,11,0.3888888888888889,0.6111111111111112,1,3,0.964078764808229,0
"['00110', '110000', '110001', '011110', '110011']",29,5,5.8,15,14,0.5172413793103449,0.4827586206896552,7,5,0.9991421039919088,1
"['101', '011110', '1000', '1011', '000111', '1010101', '10', '1001', '1001001', '1']",44,10,4.4,24,20,0.5454545454545454,0.4545454545454545,8,5,0.9940302114769564,0
"['1', '1']",2,2,1.0,2,0,1.0,0.0,1,0,-0.0,1
"['0', '01001']",6,2,3.0,2,4,0.3333333333333333,0.6666666666666666,0,2,0.9182958340544896,1
"['111101', '0', '000001', '001', '1']",17,5,3.4,8,9,0.4705882352941176,0.5294117647058824,3,4,0.9975025463691152,0
"['000110', '01', '011', '010', '010011', '1001100', '0', '1', '001']",32,9,3.5555555555555554,14,18,0.4375,0.5625,4,7,0.9886994082884974,0
"['010', '010', '1111', '00101', '10011', '010']",23,6,3.8333333333333335,12,11,0.5217391304347826,0.4782608695652174,4,3,0.9986359641585718,1
"['0101', '11000', '0', '110']",13,4,3.25,6,7,0.4615384615384615,0.5384615384615384,2,2,0.9957274520849256,0
"['111100', '101', '000110', '010', '101010', '011', '010010', '0100100']",40,8,5.0,18,22,0.45,0.55,4,8,0.9927744539878084,0
"['11000', '1110010', '000010', '01101', '1', '00', '101100', '111']",35,8,4.375,17,18,0.4857142857142857,0.5142857142857142,6,7,0.9994110647387552,0
"['101101', '1000', '1011', '001', '0101000', '0110', '1']",29,7,4.142857142857143,14,15,0.4827586206896552,0.5172413793103449,4,4,0.9991421039919088,0
"['10010', '110001', '1', '001', '1', '011100', '1011', '111000', '0110', '0']",37,10,3.7,19,18,0.5135135135135135,0.4864864864864865,7,7,0.9994730201859836,0
"['00011', '1', '0', '000110', '111000', '1101', '10000', '0', '111011', '00']",37,10,3.7,17,20,0.4594594594594595,0.5405405405405406,7,7,0.9952525494396792,0
"['0111101', '0', '11', '001', '100', '00', '010', '00000', '10100']",31,9,3.4444444444444446,12,19,0.3870967741935484,0.6129032258064516,4,7,0.9629004147713268,0
"['11', '0010110', '0', '0', '0010101', '0011', '110']",25,7,3.5714285714285716,12,13,0.48,0.52,4,4,0.9988455359952018,0
['010'],3,1,3.0,1,2,0.3333333333333333,0.6666666666666666,0,0,0.9182958340544896,1
"['101110', '0100', '110']",13,3,4.333333333333333,7,6,0.5384615384615384,0.4615384615384615,2,2,0.9957274520849256,1
"['010001', '0', '11', '010', '10', '0', '000']",18,7,2.5714285714285716,6,12,0.3333333333333333,0.6666666666666666,1,3,0.9182958340544896,0
"['10010', '0111', '001110', '000', '001011', '0', '10']",27,7,3.857142857142857,12,15,0.4444444444444444,0.5555555555555556,3,6,0.9910760598382222,0
"['10', '011']",5,2,2.5,3,2,0.6,0.4,1,1,0.9709505944546686,1
"['10', '1000', '1000100', '01', '00101', '10100']",25,6,4.166666666666667,9,16,0.36,0.64,1,5,0.9426831892554922,0
"['1110', '0101', '00101', '10011', '0100', '11010', '0']",28,7,4.0,14,14,0.5,0.5,4,5,1.0,0
"['1001110', '1111', '010011', '000', '1011']",24,5,4.8,14,10,0.5833333333333334,0.4166666666666667,5,3,0.9798687566511528,1
"['0', '001110', '1']",8,3,2.6666666666666665,4,4,0.5,0.5,1,1,1.0,0
"['010', '010001']",9,2,4.5,3,6,0.3333333333333333,0.6666666666666666,0,2,0.9182958340544896,1
"['0101010', '01011', '111', '00', '011']",20,5,4.0,11,9,0.55,0.45,3,2,0.9927744539878084,1
"['0100110', '011', '0100', '000001', '101', '11011', '100101']",34,7,4.857142857142857,16,18,0.4705882352941176,0.5294117647058824,5,6,0.9975025463691152,0
"['000101', '01', '011', '010', '1010', '11', '0', '0000', '000110']",31,9,3.4444444444444446,12,19,0.3870967741935484,0.6129032258064516,3,5,0.9629004147713268,0
"['0110', '00110', '011', '1']",13,4,3.25,7,6,0.5384615384615384,0.4615384615384615,3,2,0.9957274520849256,0
['010001'],6,1,6.0,2,4,0.3333333333333333,0.6666666666666666,0,1,0.9182958340544896,1
"['0001111', '110100', '0000001', '1']",21,4,5.25,9,12,0.4285714285714285,0.5714285714285714,4,5,0.9852281360342516,1
"['0011111', '0', '0001', '100010', '01000', '0100100', '1100', '110', '0101', '01000']",46,10,4.6,18,28,0.391304347826087,0.6086956521739131,5,12,0.9656361333706098,0
"['10110', '10111', '01000', '00', '11', '110', '1110111', '1111', '110']",36,9,4.0,24,12,0.6666666666666666,0.3333333333333333,9,2,0.9182958340544896,0
"['10000', '01', '0011', '10000']",16,4,4.0,5,11,0.3125,0.6875,1,5,0.8960382325345574,1
"['11001', '100', '11011', '111000', '100010', '11', '0', '0', '110110']",35,9,3.888888888888889,19,16,0.5428571428571428,0.4571428571428571,8,5,0.9946937953613058,0
"['1', '10', '1', '1101', '1', '001010', '00010', '0001010', '1111']",31,9,3.4444444444444446,16,15,0.5161290322580645,0.4838709677419355,5,5,0.9992492479956564,0
"['110', '01100', '00111', '0011101', '01111', '1']",26,6,4.333333333333333,16,10,0.6153846153846154,0.3846153846153846,6,4,0.961236604722876,0
"['100', '01001', '0110110', '1110', '110011']",25,5,5.0,14,11,0.56,0.44,5,3,0.9895875212220556,1
"['100', '000', '000', '11', '100', '0111101', '1101', '000', '0']",29,9,3.2222222222222223,12,17,0.4137931034482758,0.5862068965517241,4,7,0.9784493292686188,0
"['01010', '0101']",9,2,4.5,4,5,0.4444444444444444,0.5555555555555556,0,1,0.9910760598382222,1
"['10110', '1110', '11', '0', '000011', '0111', '0', '0101', '0000', '1100101']",38,10,3.8,19,19,0.5,0.5,6,6,1.0,0
"['0', '11']",3,2,1.5,2,1,0.6666666666666666,0.3333333333333333,1,0,0.9182958340544896,1
"['1', '1100110', '0100', '1', '1011011', '11110', '000', '0011', '11111']",37,9,4.111111111111111,23,14,0.6216216216216216,0.3783783783783784,10,6,0.9568886656798212,0
['101'],3,1,3.0,2,1,0.6666666666666666,0.3333333333333333,0,0,0.9182958340544896,1
"['00', '1110000', '100001', '11100', '0001', '101', '000010', '11111', '11', '1110']",44,10,4.4,22,22,0.5,0.5,9,9,1.0,0
['1001'],4,1,4.0,2,2,0.5,0.5,0,1,1.0,1
"['10001', '0010101', '00', '110010', '01011']",25,5,5.0,11,14,0.44,0.56,2,5,0.9895875212220556,1
"['0', '11100', '00101', '1000001', '0110100', '00']",27,6,4.5,10,17,0.3703703703703703,0.6296296296296297,3,6,0.9509560484549724,0
"['010000', '0000', '0100011', '10101', '01000', '00001', '1111011', '110', '01000', '100']",50,10,5.0,19,31,0.38,0.62,5,11,0.9580420222262996,0
"['0000', '0001', '11001', '0', '100011', '111', '11', '0100001']",32,8,4.0,14,18,0.4375,0.5625,4,7,0.9886994082884974,0
['001101'],6,1,6.0,3,3,0.5,0.5,1,1,1.0,1
"['1110', '10001', '1100', '100', '0010', '111000', '1000', '11001']",35,8,4.375,16,19,0.4571428571428571,0.5428571428571428,4,7,0.9946937953613058,0
"['000', '1001000', '0', '01', '00', '011101', '0', '000', '001111', '0']",32,10,3.2,11,21,0.34375,0.65625,3,8,0.9283620723948676,0
"['11', '01001', '10', '000']",12,4,3.0,5,7,0.4166666666666667,0.5833333333333334,2,3,0.9798687566511528,1
"['1', '11001', '010000']",12,3,4.0,5,7,0.4166666666666667,0.5833333333333334,1,3,0.9798687566511528,1
"['011101', '111010', '10111', '101', '110', '10', '0101001', '1']",33,8,4.125,21,12,0.6363636363636364,0.3636363636363636,7,2,0.94566030460064,0
"['0000', '001', '110011', '00110', '0001', '1', '1', '01011']",29,8,3.625,13,16,0.4482758620689655,0.5517241379310345,5,7,0.9922666387194964,0
"['1100', '0', '10101']",10,3,3.3333333333333335,5,5,0.5,0.5,1,1,1.0,1
"['1011101', '11', '1', '01011', '0110101', '01011', '10110', '1']",33,8,4.125,22,11,0.6666666666666666,0.3333333333333333,7,0,0.9182958340544896,0
"['00000', '0100', '11', '1111111']",18,4,4.5,10,8,0.5555555555555556,0.4444444444444444,4,4,0.9910760598382222,0
"['000', '1110', '11']",9,3,3.0,5,4,0.5555555555555556,0.4444444444444444,2,1,0.9910760598382222,1
"['1010101', '1010', '0', '11', '01100', '101']",22,6,3.6666666666666665,12,10,0.5454545454545454,0.4545454545454545,3,2,0.9940302114769564,0
"['1100', '011']",7,2,3.5,4,3,0.5714285714285714,0.4285714285714285,2,1,0.9852281360342516,1
['011100'],6,1,6.0,3,3,0.5,0.5,1,1,1.0,1
"['001', '1000', '11101', '01', '1011', '00', '00110', '001']",28,8,3.5,13,15,0.4642857142857143,0.5357142857142857,5,5,0.996316519558962,0
"['0101', '1111000', '0']",12,3,4.0,6,6,0.5,0.5,2,2,1.0,1
"['00', '01', '011001']",10,3,3.3333333333333335,4,6,0.4,0.6,1,2,0.9709505944546686,1
"['010100', '11100', '011']",14,3,4.666666666666667,7,7,0.5,0.5,2,2,1.0,1
"['1000', '1', '000011', '0100', '011111']",21,5,4.2,10,11,0.4761904761904761,0.5238095238095238,3,4,0.998363672593813,0
